Name,Account Name,Account Industry,Net Revenue Per Quarter,Days Since Last Deal,New Customer,Successful Deals Closed,Will this customer continue to do business with us?
mpuYPBbt,Pyramid Construction Inc.,Retail,66532,602,False,10,1
oczLygbt,United Oil & Gas Corp.,Apparel,1776,631,False,9,1
SorTfWUh,"United Oil & Gas, Singapore",Government,18742,199,False,90,1
iDHNSBXj,Edge Communications,Chemicals,35013,184,False,21,1
dIKSLTkI,"United Oil & Gas, Singapore",Finance,27834,358,False,67,1
WETObKUQ,United Oil & Gas Corp.,Finance,78751,443,False,97,1
gOceJrsJ,Grand Hotels & Resorts Ltd,Banking,6560,128,False,81,1
plSyOYLi,United Oil & Gas Corp.,Finance,34557,-1,True,92,0
KPKnLQNx,Burlington Textiles Corp of America,Retail,16210,18,False,64,1
TjvNZfLy,"United Oil & Gas, Singapore",Healthcare,79605,19,False,96,1
dCIOhypG,Pyramid Construction Inc.,Retail,54067,416,False,99,1
jHbweUwo,"United Oil & Gas, UK",Consulting,84736,-1,True,79,0
mhntThNW,Express Logistics and Transport,Government,47439,158,False,53,1
ZEMquGFb,Express Logistics and Transport,Healthcare,56176,204,False,75,1
qbxtUEyF,United Oil & Gas Corp.,Technology,66732,117,False,99,1
zUDLuZZh,Dickenson plc,Technology,46705,-1,True,36,1
cPFmYbCA,sForce,Government,63364,140,False,10,1
fPXLtdxr,Burlington Textiles Corp of America,Consulting,90220,769,False,30,1
drMGBFAL,Burlington Textiles Corp of America,Government,52181,394,False,84,1
UpvgVeDT,Dickenson plc,Chemicals,71039,293,False,50,1
oysmgptA,Burlington Textiles Corp of America,Engineering,15558,539,False,75,1
fnJNjwNk,Pyramid Construction Inc.,Chemicals,78650,-1,True,20,1
MkplQlXg,Grand Hotels & Resorts Ltd,Education,85676,597,False,54,0
fkoVpUwI,GenePoint,Apparel,3254,681,False,27,1
rUjXiuWm,"United Oil & Gas, UK",Technology,57456,170,False,45,1
OwInVcqT,Edge Communications,Consulting,23458,663,False,95,1
quxOvnoT,University of Arizona,Finance,68033,104,False,39,0
kfNCXTbI,United Oil & Gas Corp.,Consulting,65448,681,False,34,1
lYmLVEld,Express Logistics and Transport,Apparel,59664,485,False,28,1
CizIQOza,"United Oil & Gas, Singapore",Retail,26168,770,False,80,1
PiOpOQFj,"United Oil & Gas, UK",Retail,53793,-1,True,27,1
EcLJNKcR,United Oil & Gas Corp.,Consulting,52665,730,False,61,1
zDlwVeld,Dickenson plc,Technology,7573,701,False,2,1
alWlRHtG,Dickenson plc,Electronics,61168,86,False,65,1
FDoLaGFM,"United Oil & Gas, Singapore",Chemicals,51861,398,False,61,1
HSYRSSRn,United Oil & Gas Corp.,Healthcare,93586,-1,True,2,1
KWPfqnsp,University of Arizona,Electronics,19457,459,False,96,1
bqRhpJJH,Grand Hotels & Resorts Ltd,Banking,3844,261,False,78,1
GEBGNVzw,Pyramid Construction Inc.,Technology,11461,350,False,18,1
PFiouBBP,GenePoint,Engineering,88542,282,False,1,1
RGVKiWVp,sForce,Chemicals,81243,509,False,8,1
IloFwMsE,sForce,Technology,59692,312,False,75,1
MNrpvjQP,Express Logistics and Transport,Technology,16715,74,False,23,1
jwZFrSoq,Burlington Textiles Corp of America,Technology,64963,54,False,51,1
MKxAVazO,Burlington Textiles Corp of America,Healthcare,8752,6,False,71,1
ujieiTAH,Pyramid Construction Inc.,Banking,39151,-1,True,24,1
YYuYvoQw,GenePoint,Apparel,37326,689,False,83,1
TBjmDYpz,Pyramid Construction Inc.,Engineering,46513,570,False,21,1
vcausNrA,Dickenson plc,Media,98482,338,False,62,1
McbmpamY,Pyramid Construction Inc.,Engineering,44804,637,False,31,0
yUhUTutY,"United Oil & Gas, UK",Finance,15551,54,False,65,1
gQYFRvFA,GenePoint,Technology,80697,240,False,77,1
izHqJziL,Express Logistics and Transport,Banking,77915,496,False,48,1
QjRJujGS,Edge Communications,Electronics,59409,565,False,95,1
ItweVXss,GenePoint,Apparel,24809,161,False,44,1
otLypovS,United Oil & Gas Corp.,Chemicals,39251,665,False,83,1
DmhUhQDn,Dickenson plc,Banking,69999,651,False,24,1
JEoaFWsq,GenePoint,Technology,8835,155,False,59,1
pUPNgLSC,GenePoint,Healthcare,38341,569,False,40,1
SrfNOgCg,"United Oil & Gas, Singapore",Chemicals,11503,224,False,88,1
hLntIeNe,"United Oil & Gas, Singapore",Technology,56992,671,False,59,0
LUXQaOMC,University of Arizona,Chemicals,9730,766,False,95,0
jCIkBlxo,Edge Communications,Electronics,8840,243,False,71,1
xykdBEBa,Dickenson plc,Consulting,90438,562,False,94,0
AFRxqFVh,University of Arizona,Finance,71801,-1,True,59,1
yFxjwikt,Express Logistics and Transport,Engineering,71919,360,False,34,1
CtnulUtn,Grand Hotels & Resorts Ltd,Healthcare,57275,507,False,80,0
tAsLrVxK,Grand Hotels & Resorts Ltd,Consulting,31727,-1,True,30,1
UeItzvzZ,Dickenson plc,Banking,80647,604,False,31,1
rDCXYrLC,sForce,Engineering,48723,85,False,73,1
AsayUHId,University of Arizona,Finance,43309,513,False,71,1
BFBAuQRa,United Oil & Gas Corp.,Education,78642,548,False,19,1
YvbdGPqH,GenePoint,Education,9356,357,False,32,0
GpuHdHpI,"United Oil & Gas, UK",Retail,93335,709,False,86,1
tgiWZNBC,"United Oil & Gas, UK",Healthcare,5737,674,False,74,1
ICNqkKCa,sForce,Education,62113,193,False,40,1
IIuryKZA,GenePoint,Media,86023,570,False,64,0
kdupquMe,Dickenson plc,Education,29446,213,False,88,1
sUBnfjqO,Dickenson plc,Engineering,94951,-1,True,9,1
yVVAkmmD,Pyramid Construction Inc.,Retail,4525,462,False,39,1
sblyCQKZ,sForce,Apparel,75658,8,False,96,0
mkEYENmZ,Express Logistics and Transport,Retail,71746,511,False,19,1
ebonWKCU,GenePoint,Banking,76643,-1,True,35,1
AecEmGrF,"United Oil & Gas, UK",Education,35961,574,False,1,1
kKQxlAuA,United Oil & Gas Corp.,Healthcare,7180,305,False,93,1
bPrySdkE,"United Oil & Gas, UK",Media,89889,122,False,71,0
rAYYLdDm,Burlington Textiles Corp of America,Finance,40739,121,False,72,1
MKQGBAPl,"United Oil & Gas, Singapore",Finance,62862,463,False,7,1
BOFHHWSR,"United Oil & Gas, UK",Banking,48718,723,False,100,1
MVkkLNxL,University of Arizona,Consulting,56749,102,False,22,1
gxAmGmCL,Dickenson plc,Healthcare,96653,779,False,25,1
LCRFnYvN,"United Oil & Gas, Singapore",Electronics,36648,153,False,91,1
ERWbiZtS,Edge Communications,Finance,50847,677,False,44,1
JXASnvSV,Dickenson plc,Banking,3642,695,False,65,1
FAlkPnOR,United Oil & Gas Corp.,Engineering,38763,751,False,21,1
QbuemnCu,Dickenson plc,Chemicals,6843,29,False,71,1
sEQaJRJR,"United Oil & Gas, UK",Engineering,26557,467,False,29,1
DFnJrLQh,University of Arizona,Apparel,68963,144,False,26,0
pMOjbLqh,Edge Communications,Consulting,34593,-1,True,39,1
PaxlKuAm,Express Logistics and Transport,Apparel,82126,113,False,66,0
EmFTlbOb,Edge Communications,Consulting,99175,352,False,11,1
TrSFprEe,Express Logistics and Transport,Media,36779,260,False,67,1
QqGUgNgK,Express Logistics and Transport,Finance,55998,231,False,95,1
UzqDOnNq,"United Oil & Gas, Singapore",Technology,82808,50,False,3,1
biRviaES,Grand Hotels & Resorts Ltd,Education,18219,495,False,42,1
zmnBUiTf,United Oil & Gas Corp.,Apparel,7755,32,False,34,0
KmGCVFNW,sForce,Finance,22982,785,False,1,1
sEdoddmx,University of Arizona,Finance,9589,455,False,45,1
wnTbDMiL,Pyramid Construction Inc.,Technology,90012,184,False,10,1
tTuGPGRL,sForce,Consulting,82385,528,False,84,1
gtzQmNFc,Dickenson plc,Healthcare,58005,262,False,35,1
vWEKDaTw,Express Logistics and Transport,Education,32494,24,False,50,1
GNHKqoed,Dickenson plc,Engineering,2503,786,False,95,1
iTIVebjy,"United Oil & Gas, UK",Finance,2154,494,False,17,1
ZJzQQnYg,University of Arizona,Government,21260,657,False,65,0
bcZCtfaf,Edge Communications,Engineering,5156,433,False,35,1
soqbnYyt,Edge Communications,Finance,44033,430,False,82,1
fTyVOHCo,Pyramid Construction Inc.,Education,8039,474,False,80,1
BkFNPqEP,Grand Hotels & Resorts Ltd,Education,15387,294,False,42,1
fCHqVCCZ,Pyramid Construction Inc.,Engineering,24545,306,False,28,1
HtYiVhJp,Dickenson plc,Healthcare,23398,207,False,74,0
ywtXpuse,GenePoint,Banking,64009,493,False,24,1
hrpFaTLm,Dickenson plc,Chemicals,25737,574,False,91,0
tFGObKvJ,Grand Hotels & Resorts Ltd,Engineering,48204,444,False,12,1
CxyCoPGG,University of Arizona,Technology,53473,192,False,74,1
BxgEWbal,GenePoint,Technology,42863,416,False,67,1
eDiRzOUh,University of Arizona,Consulting,16344,287,False,58,1
DFXYduMO,Pyramid Construction Inc.,Retail,23545,-1,True,75,1
RfLAmwtq,Pyramid Construction Inc.,Engineering,30998,722,False,98,1
MjBhBEFv,Burlington Textiles Corp of America,Consulting,54969,591,False,4,1
OfqkRYoX,University of Arizona,Government,75958,616,False,95,0
gVugkFpT,"United Oil & Gas, Singapore",Retail,98498,130,False,10,1
SbOTyiVf,Grand Hotels & Resorts Ltd,Electronics,88813,19,False,16,0
npVXKRSP,Burlington Textiles Corp of America,Banking,69638,479,False,29,1
ayZEcAEK,University of Arizona,Education,74914,-1,True,65,1
lfXnlrMO,Express Logistics and Transport,Consulting,92874,225,False,73,1
tVRYPbnM,Edge Communications,Electronics,13979,452,False,88,1
XabJmhkT,sForce,Consulting,91624,593,False,20,1
LqKUzFmN,Grand Hotels & Resorts Ltd,Government,95085,317,False,1,1
tvlQiYKv,University of Arizona,Engineering,2239,514,False,44,1
DNOdClOp,"United Oil & Gas, Singapore",Technology,19106,693,False,3,1
ggrnjkqd,Dickenson plc,Chemicals,53953,172,False,92,1
kVaMzMrM,United Oil & Gas Corp.,Government,6694,277,False,2,1
yDSIwwMQ,United Oil & Gas Corp.,Media,2343,513,False,61,1
KfxkzDxz,Burlington Textiles Corp of America,Healthcare,74523,90,False,37,1
bxAkJeoS,United Oil & Gas Corp.,Engineering,28741,682,False,21,1
LNtvQDMB,Burlington Textiles Corp of America,Electronics,42460,260,False,45,0
SeJgjeKC,Dickenson plc,Healthcare,3293,321,False,21,1
MTUeuwWe,United Oil & Gas Corp.,Engineering,57279,28,False,20,1
wvDSttwK,Grand Hotels & Resorts Ltd,Retail,1599,515,False,57,0
xMyeajYB,United Oil & Gas Corp.,Banking,24914,710,False,68,1
IjUekWiY,Express Logistics and Transport,Chemicals,73913,65,False,49,1
BHxHEGXn,"United Oil & Gas, UK",Retail,52036,-1,True,75,1
RZSDVsDS,United Oil & Gas Corp.,Chemicals,72712,332,False,64,1
KNayswNL,Burlington Textiles Corp of America,Retail,37264,747,False,70,1
AjGzLRFa,"United Oil & Gas, UK",Technology,10262,606,False,46,1
MIFeSMRo,sForce,Government,33506,20,False,90,0
jTIfLFxt,"United Oil & Gas, Singapore",Technology,33304,783,False,55,1
Uykeypsz,Express Logistics and Transport,Media,77583,8,False,55,1
PaNwtVpf,Pyramid Construction Inc.,Media,38060,417,False,38,1
kpusKcFF,Express Logistics and Transport,Retail,44642,375,False,91,0
VBTfVuxh,sForce,Finance,88337,703,False,35,0
MGNWKzrd,sForce,Consulting,52677,35,False,99,1
sWCVZdgR,University of Arizona,Chemicals,57181,724,False,18,1
XFYcJvuj,Edge Communications,Healthcare,28725,417,False,69,1
QkYkeWEI,Dickenson plc,Retail,56689,162,False,3,1
fLzzTUdj,Dickenson plc,Consulting,62495,793,False,56,0
aodekbdI,Express Logistics and Transport,Electronics,75754,178,False,61,1
XxInqByN,"United Oil & Gas, Singapore",Healthcare,4967,138,False,39,1
mbzuOmTw,GenePoint,Banking,58836,29,False,95,1
UqwNbGgt,United Oil & Gas Corp.,Technology,96035,70,False,31,1
CgSsajCB,United Oil & Gas Corp.,Education,55974,148,False,47,1
JrhVBQbf,Pyramid Construction Inc.,Education,99160,214,False,72,1
UJswuXhk,GenePoint,Healthcare,18930,755,False,3,1
HwMFJYkq,United Oil & Gas Corp.,Banking,72358,621,False,19,1
qTKotGsy,"United Oil & Gas, Singapore",Media,77185,114,False,61,1
nMngCDuR,Burlington Textiles Corp of America,Electronics,45423,533,False,40,1
IHyTDGMa,GenePoint,Government,49121,212,False,58,0
dabJMjEP,Dickenson plc,Consulting,57683,503,False,64,1
KxitiOpW,Express Logistics and Transport,Technology,77100,555,False,33,1
WyscCkXf,Dickenson plc,Engineering,44801,537,False,33,1
FgplyYSh,University of Arizona,Electronics,20265,678,False,72,1
OyhFwaSv,Express Logistics and Transport,Banking,64841,-1,True,20,1
ZdDsliUW,"United Oil & Gas, UK",Engineering,46244,743,False,7,1
dxeAtBFk,GenePoint,Technology,68877,121,False,40,1
kqEocDTJ,United Oil & Gas Corp.,Education,38199,392,False,75,1
cjdkGqzy,"United Oil & Gas, UK",Engineering,49874,794,False,92,1
HpeyHfsa,GenePoint,Government,36016,423,False,32,1
gtExaEfP,Pyramid Construction Inc.,Banking,7130,379,False,40,1
OXpadAoS,Burlington Textiles Corp of America,Technology,83868,393,False,51,0
rHvCCWxA,Edge Communications,Government,95264,-1,True,37,1
WKPRLbAw,University of Arizona,Education,98393,554,False,81,1
MKmpkHRN,University of Arizona,Retail,86823,386,False,71,1
jduRUAnn,University of Arizona,Media,41076,519,False,75,0
DnYTacce,Dickenson plc,Media,76263,33,False,54,0
wGYrdCen,GenePoint,Apparel,12368,-1,True,86,0
DbqCuqRk,Burlington Textiles Corp of America,Apparel,10751,225,False,80,1
YFOyhCDu,Grand Hotels & Resorts Ltd,Media,78722,153,False,94,1
NIpFIfrZ,Express Logistics and Transport,Chemicals,4160,-1,True,33,1
csawcsih,GenePoint,Finance,77994,269,False,8,1
nBmdZnce,Burlington Textiles Corp of America,Media,35664,146,False,71,1
HkWbbeJy,Grand Hotels & Resorts Ltd,Electronics,10977,122,False,54,1
xALEXifu,Dickenson plc,Finance,77311,498,False,29,1
lePqENlV,Express Logistics and Transport,Retail,53010,-1,True,45,0
bqlMMwYh,Pyramid Construction Inc.,Chemicals,25446,490,False,89,1
DNfQiUNg,"United Oil & Gas, Singapore",Finance,85400,735,False,30,0
HiUkiTKp,Burlington Textiles Corp of America,Retail,45102,651,False,17,1
UVNrwyxY,Express Logistics and Transport,Government,45517,-1,True,59,1
DkvlFqPI,GenePoint,Banking,96074,16,False,55,1
nknwIHrp,United Oil & Gas Corp.,Apparel,33918,213,False,66,1
gliSopZi,GenePoint,Electronics,3224,-1,True,13,1
TxYmSvKg,Grand Hotels & Resorts Ltd,Finance,10741,513,False,14,0
ZFHXwPAQ,Express Logistics and Transport,Finance,23759,428,False,97,1
hEbNHcFC,Express Logistics and Transport,Retail,35194,-1,True,2,1
rIdzJxbp,Pyramid Construction Inc.,Education,87907,372,False,3,1
HPNaKleI,Burlington Textiles Corp of America,Healthcare,69977,167,False,42,1
SFUyUtRO,"United Oil & Gas, UK",Healthcare,23698,56,False,96,1
ASvHFFCN,Edge Communications,Electronics,38619,348,False,9,1
OKqjWOIv,University of Arizona,Finance,34725,383,False,79,0
kpSKzAlx,Edge Communications,Apparel,11856,266,False,63,1
EnFagtUD,"United Oil & Gas, Singapore",Electronics,36719,686,False,26,1
vAqEgpFq,Express Logistics and Transport,Retail,61787,500,False,4,1
yFLQkfph,Pyramid Construction Inc.,Apparel,8608,701,False,67,1
ywVnuyYD,"United Oil & Gas, UK",Consulting,58376,295,False,78,1
UVcXkXAH,Burlington Textiles Corp of America,Healthcare,65994,146,False,71,1
GfxsgYgF,United Oil & Gas Corp.,Government,40418,755,False,13,1
mPisgUtI,Dickenson plc,Engineering,75662,398,False,64,1
AlOFdDyk,United Oil & Gas Corp.,Retail,56340,-1,True,36,1
INONxOMd,Grand Hotels & Resorts Ltd,Banking,42847,81,False,53,1
hMTQMaPe,"United Oil & Gas, UK",Retail,47382,70,False,41,0
GFRyyEkN,Edge Communications,Chemicals,77867,-1,True,49,1
DeMtHGuS,GenePoint,Education,40967,420,False,21,1
jXGIMFtO,Pyramid Construction Inc.,Apparel,28370,762,False,25,1
cVgBPXXR,Pyramid Construction Inc.,Retail,33169,316,False,20,1
EcZgOdPX,"United Oil & Gas, UK",Technology,19418,568,False,42,1
zEoifSNb,Dickenson plc,Chemicals,83054,-1,True,77,1
fZBJIdVY,Express Logistics and Transport,Government,78402,96,False,19,1
tiLunsDd,Burlington Textiles Corp of America,Finance,30535,534,False,10,1
ClndCTtS,Edge Communications,Apparel,41164,668,False,12,1
qrCgSNSd,Express Logistics and Transport,Chemicals,23320,797,False,60,1
RNTfUHiv,Grand Hotels & Resorts Ltd,Consulting,78110,163,False,83,0
VJYfqHvt,GenePoint,Technology,94599,307,False,14,1
jilaGLwa,Burlington Textiles Corp of America,Electronics,48953,674,False,10,1
raOKXSnl,Grand Hotels & Resorts Ltd,Healthcare,54002,-1,True,52,1
ujTJqbzs,Edge Communications,Apparel,63652,75,False,73,1
bKmozZeI,Express Logistics and Transport,Banking,60276,55,False,94,1
PmAKTXNl,"United Oil & Gas, UK",Government,33600,201,False,21,1
hNsnvnRH,Grand Hotels & Resorts Ltd,Media,32272,574,False,47,1
kdlZpLuQ,University of Arizona,Electronics,54627,166,False,84,0
dZkGtTTr,Edge Communications,Chemicals,48277,796,False,2,1
aZMrnvoH,Pyramid Construction Inc.,Government,19177,687,False,13,0
gRtFimbF,University of Arizona,Engineering,71502,545,False,32,1
acJnpeDb,Dickenson plc,Apparel,1337,-1,True,75,1
cpZmppUQ,University of Arizona,Media,62190,706,False,23,1
cHbMZaQe,sForce,Finance,36878,111,False,10,1
txDenxed,GenePoint,Healthcare,20881,397,False,97,1
HtPRXose,Grand Hotels & Resorts Ltd,Engineering,89337,681,False,3,1
vQRViWzb,sForce,Education,69088,439,False,57,1
vmDHgucW,sForce,Government,78707,36,False,48,1
rPMwzFJB,United Oil & Gas Corp.,Consulting,60386,139,False,65,1
RGoKdcxf,Grand Hotels & Resorts Ltd,Finance,22621,664,False,37,1
jvAEMJrv,GenePoint,Retail,19603,691,False,85,1
eykXkDYP,Dickenson plc,Government,3556,115,False,14,1
ZqrPgzwm,Dickenson plc,Electronics,53105,520,False,55,1
FCBIkkSj,"United Oil & Gas, Singapore",Engineering,3680,277,False,80,1
akwqJcMX,Express Logistics and Transport,Banking,39281,554,False,1,0
tRqkIPAn,University of Arizona,Consulting,25561,665,False,88,1
XVXKZLUH,Express Logistics and Transport,Healthcare,47684,43,False,33,0
GKNKuBAD,Burlington Textiles Corp of America,Banking,9845,226,False,12,1
SoQgvdmC,Burlington Textiles Corp of America,Education,90676,574,False,60,1
ifEKAYCx,Burlington Textiles Corp of America,Chemicals,68463,508,False,36,1
KyIJSTEu,Grand Hotels & Resorts Ltd,Retail,75284,263,False,63,1
jnnnswWY,Dickenson plc,Media,26720,561,False,48,1
xIENwYgf,Edge Communications,Electronics,34379,613,False,69,1
BRePwVVA,Burlington Textiles Corp of America,Engineering,54868,687,False,14,1
SkVatXWS,"United Oil & Gas, Singapore",Apparel,23409,-1,True,83,1
yDIVyrTB,University of Arizona,Media,54261,296,False,79,1
qfrgNAay,GenePoint,Retail,68121,-1,True,27,1
yhpnWRCd,University of Arizona,Education,11240,655,False,12,1
bVPowsEb,University of Arizona,Education,80048,163,False,84,1
GuPDYNfL,"United Oil & Gas, Singapore",Apparel,48305,652,False,61,1
LUGkSpSs,GenePoint,Government,27689,351,False,59,1
hhNHdBSU,GenePoint,Electronics,32232,327,False,2,1
peHgqINo,GenePoint,Chemicals,4912,699,False,48,1
FKeSrTVs,University of Arizona,Government,85666,58,False,13,1
jdcIIdrw,Pyramid Construction Inc.,Retail,11379,288,False,46,1
BOzSsMkd,Grand Hotels & Resorts Ltd,Government,2588,16,False,64,1
tKqnCmiz,Grand Hotels & Resorts Ltd,Media,37881,141,False,53,1
KDIZHZXL,Dickenson plc,Healthcare,73440,545,False,80,1
NxMlNmfk,Burlington Textiles Corp of America,Technology,77498,40,False,95,1
dYeKzCMq,Burlington Textiles Corp of America,Healthcare,29373,-1,True,34,1
RTWUMzZC,Dickenson plc,Consulting,32225,87,False,9,0
xrKlYZqk,"United Oil & Gas, Singapore",Education,18351,578,False,21,0
tvCHdCRR,Dickenson plc,Government,80740,212,False,12,0
agjsYFBb,Burlington Textiles Corp of America,Media,89098,153,False,36,0
NJIDixEp,"United Oil & Gas, UK",Technology,74239,721,False,48,1
xVAaMxXT,Dickenson plc,Education,51275,305,False,47,1
vGfjbhuL,"United Oil & Gas, UK",Electronics,23109,287,False,27,1
RzYDkIgz,University of Arizona,Media,4947,227,False,80,1
twfSkHJB,University of Arizona,Engineering,90804,-1,True,94,1
TayCYgnK,United Oil & Gas Corp.,Technology,89452,21,False,44,1
wsRgIMkn,University of Arizona,Finance,67118,145,False,99,1
jhDrOgug,University of Arizona,Finance,10783,6,False,35,1
PogJFfUj,GenePoint,Chemicals,90072,251,False,76,1
GDXcKBCO,"United Oil & Gas, Singapore",Finance,75149,-1,True,75,1
jItHOhmk,Burlington Textiles Corp of America,Healthcare,51382,237,False,6,0
ecMyjzMl,Grand Hotels & Resorts Ltd,Finance,90489,295,False,70,1
RXbvHaAF,"United Oil & Gas, Singapore",Healthcare,55420,796,False,92,1
hFeQgbRc,Pyramid Construction Inc.,Engineering,44395,645,False,95,1
LBJdcpWq,"United Oil & Gas, Singapore",Government,27443,231,False,32,0
sUCVLDhX,GenePoint,Apparel,75793,455,False,92,1
jGBAqRKP,Burlington Textiles Corp of America,Consulting,77615,577,False,81,1
birNCQwT,Express Logistics and Transport,Education,78881,266,False,63,0
wROFNTlA,University of Arizona,Apparel,87382,105,False,69,1
DrnRJZrr,Express Logistics and Transport,Electronics,53232,90,False,1,1
cZEgUaCx,United Oil & Gas Corp.,Banking,65715,259,False,9,1
QpdcjmkT,sForce,Engineering,22164,703,False,96,1
yRZVYAwC,University of Arizona,Government,62044,-1,True,36,1
AwBIkhPD,Dickenson plc,Electronics,25915,722,False,80,1
vMIfnNuH,"United Oil & Gas, UK",Banking,28261,785,False,20,1
BmKwKQeV,Dickenson plc,Retail,33748,50,False,58,1
kDDjjXis,Dickenson plc,Engineering,48490,550,False,30,1
MQwYyTpj,United Oil & Gas Corp.,Chemicals,62781,501,False,4,1
itmConvB,Grand Hotels & Resorts Ltd,Chemicals,39594,17,False,19,1
QjlnHBrH,Edge Communications,Media,13528,-1,True,30,1
XmBblTqG,sForce,Finance,19575,258,False,41,0
gPXcjjgu,Pyramid Construction Inc.,Retail,10421,525,False,88,0
EgUqeeOq,United Oil & Gas Corp.,Technology,68128,473,False,61,1
rpLyUKcV,GenePoint,Education,60455,-1,True,5,1
wEAISOeX,GenePoint,Electronics,12627,135,False,73,1
qYjajIgS,United Oil & Gas Corp.,Engineering,80506,585,False,22,1
ganWiavX,Grand Hotels & Resorts Ltd,Chemicals,14302,634,False,58,1
cwCFqnTJ,Burlington Textiles Corp of America,Healthcare,97991,365,False,30,1
mBKcjxjH,Express Logistics and Transport,Education,45831,787,False,51,1
YiRIusTA,"United Oil & Gas, Singapore",Consulting,41921,432,False,40,1
CbKvtTHX,sForce,Electronics,48713,515,False,82,1
yMPPXPyx,Express Logistics and Transport,Electronics,23136,106,False,29,1
quXRMWpF,GenePoint,Healthcare,27935,178,False,92,1
rFDyaHEQ,Express Logistics and Transport,Banking,13191,508,False,100,0
bhXlcONj,Burlington Textiles Corp of America,Consulting,12298,347,False,51,1
daEnMxza,Pyramid Construction Inc.,Government,61975,30,False,14,0
TijpxRcG,University of Arizona,Engineering,65335,329,False,4,1
PPZyHUyB,Burlington Textiles Corp of America,Apparel,76553,318,False,20,1
mujATtYo,Burlington Textiles Corp of America,Electronics,80684,73,False,44,1
STEglrsO,GenePoint,Healthcare,85655,155,False,8,1
yczHEsyL,Burlington Textiles Corp of America,Education,15567,758,False,42,1
JYRpZCxW,Dickenson plc,Government,27500,226,False,60,1
cVuTBSrT,GenePoint,Retail,86680,380,False,58,1
tIKJOpvs,GenePoint,Engineering,71376,-1,True,30,1
dpJDVxgw,Grand Hotels & Resorts Ltd,Finance,31487,359,False,22,1
VugybzIp,Burlington Textiles Corp of America,Finance,91324,597,False,55,1
uiWkUTPQ,sForce,Retail,80060,252,False,88,1
sxsoHPTv,"United Oil & Gas, UK",Apparel,73039,549,False,79,1
YAMFKkyB,Pyramid Construction Inc.,Education,90327,313,False,26,1
YuhBLePI,"United Oil & Gas, Singapore",Education,69233,-1,True,27,1
EPphWdXL,Edge Communications,Engineering,88174,622,False,64,1
VRGcpqcK,Burlington Textiles Corp of America,Media,23483,-1,True,39,1
LALYiMNt,Burlington Textiles Corp of America,Apparel,91147,95,False,2,0
PPtIvIYp,"United Oil & Gas, UK",Government,53545,117,False,32,0
dRowodZf,sForce,Apparel,27516,788,False,16,1
ikBQGFDK,"United Oil & Gas, Singapore",Finance,18436,220,False,23,1
NZjfDYZo,Edge Communications,Finance,11852,371,False,81,1
EXdWmjlv,"United Oil & Gas, Singapore",Apparel,78965,220,False,38,1
LjSmWbNU,sForce,Consulting,90625,591,False,51,1
hCBHKsJl,Burlington Textiles Corp of America,Education,81185,644,False,36,1
FuOJHuKG,Express Logistics and Transport,Consulting,11073,80,False,12,1
BtaWWkNB,Grand Hotels & Resorts Ltd,Chemicals,69928,51,False,76,1
mfmuJfUG,GenePoint,Media,51343,-1,True,73,1
wTQgjyfV,GenePoint,Engineering,85891,286,False,71,1
jbCUqKKp,Grand Hotels & Resorts Ltd,Chemicals,2216,566,False,59,1
melxhSSH,Edge Communications,Engineering,96749,395,False,84,1
VGJlChYb,Burlington Textiles Corp of America,Retail,60011,706,False,32,1
LCmXqFdp,Edge Communications,Finance,4271,-1,True,59,1
QWpWzfSh,"United Oil & Gas, UK",Finance,2186,264,False,45,1
fKjZzdgQ,GenePoint,Chemicals,79746,18,False,11,1
kJqXNIId,University of Arizona,Electronics,95704,534,False,78,1
hISnfJmb,United Oil & Gas Corp.,Engineering,17068,551,False,87,1
QqfCzOrg,GenePoint,Engineering,24532,572,False,68,1
VAiaWiWq,United Oil & Gas Corp.,Finance,3110,780,False,38,1
MskGtejf,sForce,Electronics,43975,11,False,55,0
SpzNPezS,Pyramid Construction Inc.,Technology,82329,782,False,35,1
nnLluiaQ,Dickenson plc,Government,52519,608,False,47,1
CscqINBm,"United Oil & Gas, Singapore",Technology,83869,288,False,50,1
ClpiAaTz,Burlington Textiles Corp of America,Banking,60462,200,False,96,1
TmeqTDOH,GenePoint,Consulting,17063,-1,True,21,1
rrtWxTDU,GenePoint,Consulting,36681,227,False,40,1
LsagBnFp,United Oil & Gas Corp.,Engineering,58496,357,False,10,1
ZInYsTuI,"United Oil & Gas, Singapore",Engineering,37295,-1,True,52,1
SJrKlrnl,Burlington Textiles Corp of America,Technology,62629,677,False,39,0
EdctTZPL,sForce,Chemicals,71144,277,False,37,1
eWhkHSud,GenePoint,Apparel,39217,375,False,27,1
wIxTSMxM,Dickenson plc,Retail,48971,221,False,86,1
XnsQMDLA,Express Logistics and Transport,Education,35752,505,False,30,1
xQMHhgHD,Pyramid Construction Inc.,Healthcare,57174,510,False,85,1
BpBmjHkN,"United Oil & Gas, UK",Education,17788,75,False,81,0
KiulyvGW,Burlington Textiles Corp of America,Consulting,84626,585,False,31,1
WgVwxhLb,Pyramid Construction Inc.,Consulting,25353,537,False,65,1
dlqvgyIF,Edge Communications,Electronics,89088,101,False,38,1
hcVaXWMp,Edge Communications,Healthcare,59935,-1,True,68,1
zujYPfzK,Grand Hotels & Resorts Ltd,Media,37398,24,False,67,1
pIFEHpRR,Dickenson plc,Retail,13062,92,False,85,1
